0	-3.5	-0.05	-0.005
0.2	-3.425	0	0
0.4	-3.36	0	0
0.6	-3.275	0	0
0.8	-3.215	0	0
1	-3.185	0	0
1.2	-3.155	0	0
1.399	-3.115	0	0
1.6	-3.065	0	0
1.8	-3.01	0	0
1.999	-2.97	0	0
2.199	-2.925	0	0
2.4	-2.91	0	0
2.599	-2.89	0	0
2.799	-2.865	0	0
2.999	-2.845	0	0
3.199	-2.82	0	0
3.399	-2.785	0	0
3.599	-2.74	0	0
3.799	-2.67	0	0
3.999	-2.62	0	0
4.199	-2.57	0	0
4.399	-2.525	0.05	0.005
4.599	-2.485	0.05	0.005
4.799	-2.45	0.05	0.005
4.999	-2.405	0.05	0.005
5.199	-2.34	0.1	0.01
5.399	-2.3	0.1	0.01
5.599	-2.25	0.15	0.015
5.799	-2.185	0.15	0.015
5.999	-2.14	0.2	0.02
6.199	-2.095	0.2	0.02
6.399	-2.035	0.25	0.025
6.599	-1.96	0.35	0.035
6.799	-1.91	0.4	0.04
6.999	-1.845	0.55	0.055
7.199	-1.8	0.85	0.085
7.399	-1.755	1.25	0.125
7.599	-1.71	1.85	0.185
7.799	-1.645	3.15	0.315
7.999	-1.58	5.35	0.535
8.199	-1.52	8.05	0.805
8.399	-1.45	12.4	1.24
8.599	-1.38	18.8	1.88
8.799	-1.31	26.35	2.635
8.999	-1.245	35.3	3.53
9.199	-1.185	44.8	4.48
9.399	-1.145	53.65	5.365
9.599	-1.12	58.5	5.85
9.799	-1.09	65.2	6.52
9.999	-1.075	68.8	6.88
