0	-3.45	0.2	0.02
0.2	-3.4	0.2	0.02
0.4	-3.345	0.2	0.02
0.6	-3.3	0.2	0.02
0.8	-3.24	0.2	0.02
1	-3.195	0.2	0.02
1.2	-3.135	0.2	0.02
1.4	-3.045	0.2	0.02
1.6	-2.95	0.2	0.02
1.8	-2.88	0.2	0.02
2	-2.82	0.2	0.02
2.2	-2.755	0.2	0.02
2.4	-2.68	0.2	0.02
2.6	-2.61	0.2	0.02
2.8	-2.545	0.2	0.02
3	-2.49	0.2	0.02
3.2	-2.43	0.2	0.02
3.4	-2.34	0.2	0.02
3.6	-2.27	0.2	0.02
3.8	-2.21	0.2	0.02
4	-2.155	0.2	0.02
4.2	-2.115	0.2	0.02
4.4	-2.065	0.2	0.02
4.6	-2.01	0.2	0.02
4.8	-1.965	0.2	0.02
5	-1.93	0.2	0.02
5.2	-1.895	0.2	0.02
5.4	-1.845	0.2	0.02
5.6	-1.8	0.2	0.02
5.802	-1.75	0.2	0.02
6	-1.695	0.2	0.02
6.2	-1.635	0.2	0.02
6.4	-1.58	0.2	0.02
6.6	-1.535	0.2	0.02
6.8	-1.49	0.2	0.02
7	-1.435	0.2	0.02
7.2	-1.395	0.2	0.02
7.4	-1.345	0.2	0.02
7.6	-1.285	0.2	0.02
7.8	-1.23	0.2	0.02
8	-1.18	0.2	0.02
8.2	-1.135	0.2	0.02
8.399	-1.08	0.2	0.02
8.599	-1.04	0.2	0.02
8.799	-0.995	0.2	0.02
8.999	-0.945	0.2	0.02
9.199	-0.9	0.2	0.02
9.399	-0.85	0.2	0.02
9.599	-0.81	0.2	0.02
9.799	-0.76	0.2	0.02
9.999	-0.71	0.25	0.025
10.199	-0.665	0.3	0.03
10.399	-0.61	0.55	0.055
10.599	-0.57	1.05	0.105
10.799	-0.53	1.85	0.185
10.999	-0.485	3.15	0.315
11.199	-0.445	5.3	0.53
11.399	-0.395	9	0.9
11.599	-0.35	14.1	1.41
11.8	-0.32	19.2	1.92
11.999	-0.285	24.55	2.455
12.199	-0.25	31.05	3.105
12.399	-0.215	38.75	3.875
12.599	-0.175	52.05	5.205
12.799	-0.15	60.15	6.015
12.999	-0.14	62.65	6.265
13.199	-0.135	59.95	5.995
