0	-3.79	-0.3	-0.03
0.199	-3.78	-0.15	-0.015
0.399	-3.76	0	0
0.599	-3.735	0	0
0.799	-3.71	0.05	0.005
0.999	-3.69	0	0
1.199	-3.66	0.05	0.005
1.399	-3.635	0.05	0.005
1.599	-3.61	0.1	0.01
1.8	-3.575	0.15	0.015
1.999	-3.545	0.15	0.015
2.199	-3.51	0	0
2.399	-3.47	0	0
2.599	-3.44	-0.1	-0.01
2.799	-3.415	0	0
2.999	-3.39	-0.1	-0.01
3.203	-3.355	-0.05	-0.005
3.399	-3.325	0	0
3.6	-3.295	0	0
3.8	-3.255	0.05	0.005
4	-3.21	0.05	0.005
4.2	-3.165	0.05	0.005
4.4	-3.125	0.05	0.005
4.6	-3.1	0	0
4.8	-3.08	-0.1	-0.01
5	-3.055	0	0
5.2	-3.04	-0.05	-0.005
5.4	-3.02	-0.1	-0.01
5.6	-3	-0.05	-0.005
5.8	-2.96	0.1	0.01
6	-2.925	0.1	0.01
6.2	-2.89	0.1	0.01
6.4	-2.835	0.3	0.03
6.599	-2.785	0.25	0.025
6.8	-2.745	0.2	0.02
7	-2.71	0.15	0.015
7.2	-2.695	0	0
7.4	-2.68	-0.1	-0.01
7.6	-2.65	0.05	0.005
7.8	-2.62	0.1	0.01
8	-2.58	0.15	0.015
8.2	-2.55	0.1	0.01
8.4	-2.505	0.25	0.025
8.6	-2.455	0.25	0.025
8.8	-2.39	0.55	0.055
9	-2.345	0.4	0.04
9.2	-2.305	0.3	0.03
9.4	-2.275	0.3	0.03
9.6	-2.26	0.05	0.005
9.8	-2.225	0.3	0.03
10	-2.19	0.3	0.03
10.2	-2.14	0.45	0.045
10.4	-2.085	0.5	0.05
10.6	-2.03	0.6	0.06
10.8	-2	0.35	0.035
11	-1.96	0.25	0.025
11.2	-1.925	0.3	0.03
11.4	-1.87	0.4	0.04
11.6	-1.815	0.7	0.07
11.8	-1.77	0.65	0.065
12	-1.7	1	0.1
12.2	-1.645	1	0.1
12.399	-1.6	0.95	0.095
12.6	-1.56	0.95	0.095
12.799	-1.535	0.85	0.085
13	-1.505	0.95	0.095
13.2	-1.455	1.3	0.13
13.399	-1.37	1.9	0.19
13.599	-1.3	2.55	0.255
13.799	-1.255	3.35	0.335
13.999	-1.205	5.3	0.53
14.199	-1.17	7.75	0.775
14.4	-1.135	10.95	1.095
14.6	-1.09	15.25	1.525
14.8	-1.035	24.55	2.455
15	-0.96	41.2	4.12
15.2	-0.895	65.25	6.525
15.4	-0.84	91.15	9.115
15.6	-0.78	102.3	10.23
15.8	-0.75	102.3	10.23
16	-0.75	102.3	10.23
16.2	-0.75	102.3	10.23
