0	-3.79	1.4	0.14
0.2	-3.79	1.45	0.145
0.4	-3.75	1.65	0.165
0.6	-3.71	1.65	0.165
0.8	-3.65	1.7	0.17
0.999	-3.57	1.8	0.18
1.199	-3.485	1.95	0.195
1.399	-3.425	1.8	0.18
1.599	-3.405	1.6	0.16
1.799	-3.37	1.65	0.165
1.999	-3.33	1.65	0.165
2.199	-3.295	1.65	0.165
2.399	-3.255	1.65	0.165
2.599	-3.215	1.65	0.165
2.799	-3.155	1.75	0.175
2.999	-3.105	1.75	0.175
3.199	-3.07	1.65	0.165
3.399	-3.04	1.65	0.165
3.599	-3	1.65	0.165
3.799	-2.945	1.85	0.185
3.999	-2.89	1.85	0.185
4.199	-2.835	1.9	0.19
4.399	-2.78	1.85	0.185
4.599	-2.75	1.8	0.18
4.799	-2.72	1.75	0.175
4.999	-2.695	1.6	0.16
5.199	-2.66	1.7	0.17
5.399	-2.62	1.75	0.175
5.599	-2.57	1.8	0.18
5.799	-2.525	1.85	0.185
5.999	-2.48	1.8	0.18
6.199	-2.45	1.75	0.175
6.399	-2.41	1.75	0.175
6.6	-2.38	1.75	0.175
6.799	-2.35	1.7	0.17
7	-2.325	1.7	0.17
7.2	-2.28	1.8	0.18
7.4	-2.255	1.7	0.17
7.6	-2.2	1.95	0.195
7.8	-2.15	1.9	0.19
8	-2.11	1.85	0.185
8.2	-2.05	1.95	0.195
8.4	-1.99	1.95	0.195
8.6	-1.93	1.95	0.195
8.8	-1.885	1.9	0.19
9	-1.85	1.75	0.175
9.2	-1.815	1.75	0.175
9.4	-1.785	1.7	0.17
9.6	-1.75	1.75	0.175
9.8	-1.715	1.75	0.175
10	-1.685	1.65	0.165
10.2	-1.645	1.8	0.18
10.4	-1.61	1.75	0.175
10.6	-1.585	1.65	0.165
10.8	-1.565	1.6	0.16
11	-1.535	1.7	0.17
11.2	-1.495	1.8	0.18
11.4	-1.45	1.9	0.19
11.6	-1.415	1.75	0.175
11.8	-1.375	1.8	0.18
12	-1.33	1.85	0.185
12.2	-1.28	2	0.2
12.4	-1.21	2.1	0.21
12.6	-1.17	1.95	0.195
12.8	-1.15	1.7	0.17
13	-1.11	1.8	0.18
13.2	-1.07	1.95	0.195
13.4	-1.03	1.8	0.18
13.6	-0.98	1.95	0.195
13.8	-0.93	2.05	0.205
14	-0.875	2.2	0.22
14.2	-0.825	2.45	0.245
14.4	-0.775	3.45	0.345
14.6	-0.72	7.45	0.745
14.8	-0.665	21.9	2.19
15	-0.61	48.95	4.895
15.2	-0.585	78.25	7.825
15.4	-0.56	100.55	10.055
15.6	-0.535	102.3	10.23
15.8	-0.525	102.3	10.23
16	-0.53	102.3	10.23
16.2	-0.53	102.3	10.23
16.4	-0.53	102.3	10.23
16.6	-0.53	102.3	10.23
16.8	-0.53	102.3	10.23
17	-0.53	102.3	10.23
